object_id,object_name,category,mass_g,f_min_value,f_min_unit,f_min_semantics,f_min_single_finger_N,max_safe_force_N,safe_range_N,force_total_or_single,measurement_protocol,trial_count,trial_values,selected_value,gripper_model,sensor_model,calibration_id,unit,image_file,data_source,notes
E011,Supplement bottle: CoQ10,刚体,105.0,1.5,N,total_two_finger_normal,0.750,7.5,6.0,total,"自适应力控(0.25N起步,滑落收紧约2mm直至不滑); 每物体3次试验取中位数, 取整到0.25N; 举升5cm@0.5cm/s验证不滑(来源: 论文Sec III-A)",3,"官方未发布逐次原始值(仅中位数, 见notes)",median,LEGATO linkage-based two-finger gripper + FORTE fin-ray fingers (UT Austin),FORTE tactile fin-ray fingers (force+slip sensing),ExpForce_official_v1,N,Supplement_bottle_CoQ10.png,"Exp-Force(UT Austin, arXiv:2603.08668)实测最小力; 最大力=类别系数x实测最小力","力值语义=两指总夹持力(论文原文: sum of the contact normal forces of two parallel gripper fingers); 单指力换算规则: F_single = F_total / 2 (不静默转换, 双列并存); k=5.0"
E012,Seaweed snack package,柔性,27.0,0.5,N,total_two_finger_normal,0.250,1.5,1.0,total,"自适应力控(0.25N起步,滑落收紧约2mm直至不滑); 每物体3次试验取中位数, 取整到0.25N; 举升5cm@0.5cm/s验证不滑(来源: 论文Sec III-A)",3,"官方未发布逐次原始值(仅中位数, 见notes)",median,LEGATO linkage-based two-finger gripper + FORTE fin-ray fingers (UT Austin),FORTE tactile fin-ray fingers (force+slip sensing),ExpForce_official_v1,N,Seaweed_snack_package.png,"Exp-Force(UT Austin, arXiv:2603.08668)实测最小力; 最大力=类别系数x实测最小力","力值语义=两指总夹持力(论文原文: sum of the contact normal forces of two parallel gripper fingers); 单指力换算规则: F_single = F_total / 2 (不静默转换, 双列并存); k=3.0"
E013,Marshmallow 1 (regular),柔性,6.0,0.25,N,total_two_finger_normal,0.125,0.75,0.5,total,"自适应力控(0.25N起步,滑落收紧约2mm直至不滑); 每物体3次试验取中位数, 取整到0.25N; 举升5cm@0.5cm/s验证不滑(来源: 论文Sec III-A)",3,"官方未发布逐次原始值(仅中位数, 见notes)",median,LEGATO linkage-based two-finger gripper + FORTE fin-ray fingers (UT Austin),FORTE tactile fin-ray fingers (force+slip sensing),ExpForce_official_v1,N,Marshmallow_1_regular.png,"Exp-Force(UT Austin, arXiv:2603.08668)实测最小力; 最大力=类别系数x实测最小力","力值语义=两指总夹持力(论文原文: sum of the contact normal forces of two parallel gripper fingers); 单指力换算规则: F_single = F_total / 2 (不静默转换, 双列并存); k=3.0"
E014,Power adapter,刚体,309.0,5.0,N,total_two_finger_normal,2.500,25.0,20.0,total,"自适应力控(0.25N起步,滑落收紧约2mm直至不滑); 每物体3次试验取中位数, 取整到0.25N; 举升5cm@0.5cm/s验证不滑(来源: 论文Sec III-A)",3,"官方未发布逐次原始值(仅中位数, 见notes)",median,LEGATO linkage-based two-finger gripper + FORTE fin-ray fingers (UT Austin),FORTE tactile fin-ray fingers (force+slip sensing),ExpForce_official_v1,N,Power_adapter.png,"Exp-Force(UT Austin, arXiv:2603.08668)实测最小力; 最大力=类别系数x实测最小力","力值语义=两指总夹持力(论文原文: sum of the contact normal forces of two parallel gripper fingers); 单指力换算规则: F_single = F_total / 2 (不静默转换, 双列并存); k=5.0"
E015,Tabletop mobile phone stand,刚体,154.0,2.0,N,total_two_finger_normal,1.000,10.0,8.0,total,"自适应力控(0.25N起步,滑落收紧约2mm直至不滑); 每物体3次试验取中位数, 取整到0.25N; 举升5cm@0.5cm/s验证不滑(来源: 论文Sec III-A)",3,"官方未发布逐次原始值(仅中位数, 见notes)",median,LEGATO linkage-based two-finger gripper + FORTE fin-ray fingers (UT Austin),FORTE tactile fin-ray fingers (force+slip sensing),ExpForce_official_v1,N,Tabletop_mobile_phone_stand.png,"Exp-Force(UT Austin, arXiv:2603.08668)实测最小力; 最大力=类别系数x实测最小力","力值语义=两指总夹持力(论文原文: sum of the contact normal forces of two parallel gripper fingers); 单指力换算规则: F_single = F_total / 2 (不静默转换, 双列并存); k=5.0"
E016,Monster Energy drink (zero),刚体,489.0,1.75,N,total_two_finger_normal,0.875,8.75,7.0,total,"自适应力控(0.25N起步,滑落收紧约2mm直至不滑); 每物体3次试验取中位数, 取整到0.25N; 举升5cm@0.5cm/s验证不滑(来源: 论文Sec III-A)",3,"官方未发布逐次原始值(仅中位数, 见notes)",median,LEGATO linkage-based two-finger gripper + FORTE fin-ray fingers (UT Austin),FORTE tactile fin-ray fingers (force+slip sensing),ExpForce_official_v1,N,Monster_Energy_drink_zero.png,"Exp-Force(UT Austin, arXiv:2603.08668)实测最小力; 最大力=类别系数x实测最小力","力值语义=两指总夹持力(论文原文: sum of the contact normal forces of two parallel gripper fingers); 单指力换算规则: F_single = F_total / 2 (不静默转换, 双列并存); k=5.0"
E017,Red Bull can (355 ml),刚体,385.0,2.5,N,total_two_finger_normal,1.250,12.5,10.0,total,"自适应力控(0.25N起步,滑落收紧约2mm直至不滑); 每物体3次试验取中位数, 取整到0.25N; 举升5cm@0.5cm/s验证不滑(来源: 论文Sec III-A)",3,"官方未发布逐次原始值(仅中位数, 见notes)",median,LEGATO linkage-based two-finger gripper + FORTE fin-ray fingers (UT Austin),FORTE tactile fin-ray fingers (force+slip sensing),ExpForce_official_v1,N,Red_Bull_can_355_ml.png,"Exp-Force(UT Austin, arXiv:2603.08668)实测最小力; 最大力=类别系数x实测最小力","力值语义=两指总夹持力(论文原文: sum of the contact normal forces of two parallel gripper fingers); 单指力换算规则: F_single = F_total / 2 (不静默转换, 双列并存); k=5.0"
E018,Multivitamin bottle (One A Day),刚体,216.0,2.0,N,total_two_finger_normal,1.000,10.0,8.0,total,"自适应力控(0.25N起步,滑落收紧约2mm直至不滑); 每物体3次试验取中位数, 取整到0.25N; 举升5cm@0.5cm/s验证不滑(来源: 论文Sec III-A)",3,"官方未发布逐次原始值(仅中位数, 见notes)",median,LEGATO linkage-based two-finger gripper + FORTE fin-ray fingers (UT Austin),FORTE tactile fin-ray fingers (force+slip sensing),ExpForce_official_v1,N,Multivitamin_bottle_One_A_Day.png,"Exp-Force(UT Austin, arXiv:2603.08668)实测最小力; 最大力=类别系数x实测最小力","力值语义=两指总夹持力(论文原文: sum of the contact normal forces of two parallel gripper fingers); 单指力换算规则: F_single = F_total / 2 (不静默转换, 双列并存); k=5.0"
E019,Green power bank,刚体,201.0,2.0,N,total_two_finger_normal,1.000,10.0,8.0,total,"自适应力控(0.25N起步,滑落收紧约2mm直至不滑); 每物体3次试验取中位数, 取整到0.25N; 举升5cm@0.5cm/s验证不滑(来源: 论文Sec III-A)",3,"官方未发布逐次原始值(仅中位数, 见notes)",median,LEGATO linkage-based two-finger gripper + FORTE fin-ray fingers (UT Austin),FORTE tactile fin-ray fingers (force+slip sensing),ExpForce_official_v1,N,Green_power_bank.png,"Exp-Force(UT Austin, arXiv:2603.08668)实测最小力; 最大力=类别系数x实测最小力","力值语义=两指总夹持力(论文原文: sum of the contact normal forces of two parallel gripper fingers); 单指力换算规则: F_single = F_total / 2 (不静默转换, 双列并存); k=5.0"
E020,Roma tomato 1,柔性,89.0,2.0,N,total_two_finger_normal,1.000,6.0,4.0,total,"自适应力控(0.25N起步,滑落收紧约2mm直至不滑); 每物体3次试验取中位数, 取整到0.25N; 举升5cm@0.5cm/s验证不滑(来源: 论文Sec III-A)",3,"官方未发布逐次原始值(仅中位数, 见notes)",median,LEGATO linkage-based two-finger gripper + FORTE fin-ray fingers (UT Austin),FORTE tactile fin-ray fingers (force+slip sensing),ExpForce_official_v1,N,Roma_tomato_1.png,"Exp-Force(UT Austin, arXiv:2603.08668)实测最小力; 最大力=类别系数x实测最小力","力值语义=两指总夹持力(论文原文: sum of the contact normal forces of two parallel gripper fingers); 单指力换算规则: F_single = F_total / 2 (不静默转换, 双列并存); k=3.0"
E021,Roma tomato 2,柔性,79.0,2.0,N,total_two_finger_normal,1.000,6.0,4.0,total,"自适应力控(0.25N起步,滑落收紧约2mm直至不滑); 每物体3次试验取中位数, 取整到0.25N; 举升5cm@0.5cm/s验证不滑(来源: 论文Sec III-A)",3,"官方未发布逐次原始值(仅中位数, 见notes)",median,LEGATO linkage-based two-finger gripper + FORTE fin-ray fingers (UT Austin),FORTE tactile fin-ray fingers (force+slip sensing),ExpForce_official_v1,N,Roma_tomato_2.png,"Exp-Force(UT Austin, arXiv:2603.08668)实测最小力; 最大力=类别系数x实测最小力","力值语义=两指总夹持力(论文原文: sum of the contact normal forces of two parallel gripper fingers); 单指力换算规则: F_single = F_total / 2 (不静默转换, 双列并存); k=3.0"
E022,Grapefruit,柔性,396.0,2.0,N,total_two_finger_normal,1.000,6.0,4.0,total,"自适应力控(0.25N起步,滑落收紧约2mm直至不滑); 每物体3次试验取中位数, 取整到0.25N; 举升5cm@0.5cm/s验证不滑(来源: 论文Sec III-A)",3,"官方未发布逐次原始值(仅中位数, 见notes)",median,LEGATO linkage-based two-finger gripper + FORTE fin-ray fingers (UT Austin),FORTE tactile fin-ray fingers (force+slip sensing),ExpForce_official_v1,N,Grapefruit.png,"Exp-Force(UT Austin, arXiv:2603.08668)实测最小力; 最大力=类别系数x实测最小力","力值语义=两指总夹持力(论文原文: sum of the contact normal forces of two parallel gripper fingers); 单指力换算规则: F_single = F_total / 2 (不静默转换, 双列并存); k=3.0"
E023,Lemon,柔性,105.0,0.5,N,total_two_finger_normal,0.250,1.5,1.0,total,"自适应力控(0.25N起步,滑落收紧约2mm直至不滑); 每物体3次试验取中位数, 取整到0.25N; 举升5cm@0.5cm/s验证不滑(来源: 论文Sec III-A)",3,"官方未发布逐次原始值(仅中位数, 见notes)",median,LEGATO linkage-based two-finger gripper + FORTE fin-ray fingers (UT Austin),FORTE tactile fin-ray fingers (force+slip sensing),ExpForce_official_v1,N,Lemon.png,"Exp-Force(UT Austin, arXiv:2603.08668)实测最小力; 最大力=类别系数x实测最小力","力值语义=两指总夹持力(论文原文: sum of the contact normal forces of two parallel gripper fingers); 单指力换算规则: F_single = F_total / 2 (不静默转换, 双列并存); k=3.0"
E024,Apple (organic),柔性,297.0,1.5,N,total_two_finger_normal,0.750,4.5,3.0,total,"自适应力控(0.25N起步,滑落收紧约2mm直至不滑); 每物体3次试验取中位数, 取整到0.25N; 举升5cm@0.5cm/s验证不滑(来源: 论文Sec III-A)",3,"官方未发布逐次原始值(仅中位数, 见notes)",median,LEGATO linkage-based two-finger gripper + FORTE fin-ray fingers (UT Austin),FORTE tactile fin-ray fingers (force+slip sensing),ExpForce_official_v1,N,Apple_organic.png,"Exp-Force(UT Austin, arXiv:2603.08668)实测最小力; 最大力=类别系数x实测最小力","力值语义=两指总夹持力(论文原文: sum of the contact normal forces of two parallel gripper fingers); 单指力换算规则: F_single = F_total / 2 (不静默转换, 双列并存); k=3.0"
E025,Yellow mini bell pepper (large),柔性,45.0,1.0,N,total_two_finger_normal,0.500,3.0,2.0,total,"自适应力控(0.25N起步,滑落收紧约2mm直至不滑); 每物体3次试验取中位数, 取整到0.25N; 举升5cm@0.5cm/s验证不滑(来源: 论文Sec III-A)",3,"官方未发布逐次原始值(仅中位数, 见notes)",median,LEGATO linkage-based two-finger gripper + FORTE fin-ray fingers (UT Austin),FORTE tactile fin-ray fingers (force+slip sensing),ExpForce_official_v1,N,Yellow_mini_bell_pepper_large.png,"Exp-Force(UT Austin, arXiv:2603.08668)实测最小力; 最大力=类别系数x实测最小力","力值语义=两指总夹持力(论文原文: sum of the contact normal forces of two parallel gripper fingers); 单指力换算规则: F_single = F_total / 2 (不静默转换, 双列并存); k=3.0"
E026,Strawberry 1,柔性,41.0,0.5,N,total_two_finger_normal,0.250,1.5,1.0,total,"自适应力控(0.25N起步,滑落收紧约2mm直至不滑); 每物体3次试验取中位数, 取整到0.25N; 举升5cm@0.5cm/s验证不滑(来源: 论文Sec III-A)",3,"官方未发布逐次原始值(仅中位数, 见notes)",median,LEGATO linkage-based two-finger gripper + FORTE fin-ray fingers (UT Austin),FORTE tactile fin-ray fingers (force+slip sensing),ExpForce_official_v1,N,Strawberry_1.png,"Exp-Force(UT Austin, arXiv:2603.08668)实测最小力; 最大力=类别系数x实测最小力","力值语义=两指总夹持力(论文原文: sum of the contact normal forces of two parallel gripper fingers); 单指力换算规则: F_single = F_total / 2 (不静默转换, 双列并存); k=3.0"
E027,Cara Cara orange 1,柔性,162.0,1.5,N,total_two_finger_normal,0.750,4.5,3.0,total,"自适应力控(0.25N起步,滑落收紧约2mm直至不滑); 每物体3次试验取中位数, 取整到0.25N; 举升5cm@0.5cm/s验证不滑(来源: 论文Sec III-A)",3,"官方未发布逐次原始值(仅中位数, 见notes)",median,LEGATO linkage-based two-finger gripper + FORTE fin-ray fingers (UT Austin),FORTE tactile fin-ray fingers (force+slip sensing),ExpForce_official_v1,N,Cara_Cara_orange_1.png,"Exp-Force(UT Austin, arXiv:2603.08668)实测最小力; 最大力=类别系数x实测最小力","力值语义=两指总夹持力(论文原文: sum of the contact normal forces of two parallel gripper fingers); 单指力换算规则: F_single = F_total / 2 (不静默转换, 双列并存); k=3.0"
E028,Cara Cara orange 2,柔性,168.0,1.5,N,total_two_finger_normal,0.750,4.5,3.0,total,"自适应力控(0.25N起步,滑落收紧约2mm直至不滑); 每物体3次试验取中位数, 取整到0.25N; 举升5cm@0.5cm/s验证不滑(来源: 论文Sec III-A)",3,"官方未发布逐次原始值(仅中位数, 见notes)",median,LEGATO linkage-based two-finger gripper + FORTE fin-ray fingers (UT Austin),FORTE tactile fin-ray fingers (force+slip sensing),ExpForce_official_v1,N,Cara_Cara_orange_2.png,"Exp-Force(UT Austin, arXiv:2603.08668)实测最小力; 最大力=类别系数x实测最小力","力值语义=两指总夹持力(论文原文: sum of the contact normal forces of two parallel gripper fingers); 单指力换算规则: F_single = F_total / 2 (不静默转换, 双列并存); k=3.0"
E029,Orange 1,柔性,237.0,1.5,N,total_two_finger_normal,0.750,4.5,3.0,total,"自适应力控(0.25N起步,滑落收紧约2mm直至不滑); 每物体3次试验取中位数, 取整到0.25N; 举升5cm@0.5cm/s验证不滑(来源: 论文Sec III-A)",3,"官方未发布逐次原始值(仅中位数, 见notes)",median,LEGATO linkage-based two-finger gripper + FORTE fin-ray fingers (UT Austin),FORTE tactile fin-ray fingers (force+slip sensing),ExpForce_official_v1,N,Orange_1.png,"Exp-Force(UT Austin, arXiv:2603.08668)实测最小力; 最大力=类别系数x实测最小力","力值语义=两指总夹持力(论文原文: sum of the contact normal forces of two parallel gripper fingers); 单指力换算规则: F_single = F_total / 2 (不静默转换, 双列并存); k=3.0"
E030,Mandarin 2,柔性,96.0,1.0,N,total_two_finger_normal,0.500,3.0,2.0,total,"自适应力控(0.25N起步,滑落收紧约2mm直至不滑); 每物体3次试验取中位数, 取整到0.25N; 举升5cm@0.5cm/s验证不滑(来源: 论文Sec III-A)",3,"官方未发布逐次原始值(仅中位数, 见notes)",median,LEGATO linkage-based two-finger gripper + FORTE fin-ray fingers (UT Austin),FORTE tactile fin-ray fingers (force+slip sensing),ExpForce_official_v1,N,Mandarin_2.png,"Exp-Force(UT Austin, arXiv:2603.08668)实测最小力; 最大力=类别系数x实测最小力","力值语义=两指总夹持力(论文原文: sum of the contact normal forces of two parallel gripper fingers); 单指力换算规则: F_single = F_total / 2 (不静默转换, 双列并存); k=3.0"
E031,Lime 2,柔性,74.0,1.0,N,total_two_finger_normal,0.500,3.0,2.0,total,"自适应力控(0.25N起步,滑落收紧约2mm直至不滑); 每物体3次试验取中位数, 取整到0.25N; 举升5cm@0.5cm/s验证不滑(来源: 论文Sec III-A)",3,"官方未发布逐次原始值(仅中位数, 见notes)",median,LEGATO linkage-based two-finger gripper + FORTE fin-ray fingers (UT Austin),FORTE tactile fin-ray fingers (force+slip sensing),ExpForce_official_v1,N,Lime_2.png,"Exp-Force(UT Austin, arXiv:2603.08668)实测最小力; 最大力=类别系数x实测最小力","力值语义=两指总夹持力(论文原文: sum of the contact normal forces of two parallel gripper fingers); 单指力换算规则: F_single = F_total / 2 (不静默转换, 双列并存); k=3.0"
E032,Red grape 1,柔性,7.0,0.5,N,total_two_finger_normal,0.250,1.5,1.0,total,"自适应力控(0.25N起步,滑落收紧约2mm直至不滑); 每物体3次试验取中位数, 取整到0.25N; 举升5cm@0.5cm/s验证不滑(来源: 论文Sec III-A)",3,"官方未发布逐次原始值(仅中位数, 见notes)",median,LEGATO linkage-based two-finger gripper + FORTE fin-ray fingers (UT Austin),FORTE tactile fin-ray fingers (force+slip sensing),ExpForce_official_v1,N,Red_grape_1.png,"Exp-Force(UT Austin, arXiv:2603.08668)实测最小力; 最大力=类别系数x实测最小力","力值语义=两指总夹持力(论文原文: sum of the contact normal forces of two parallel gripper fingers); 单指力换算规则: F_single = F_total / 2 (不静默转换, 双列并存); k=3.0"
E033,Red grape 2,柔性,9.0,0.5,N,total_two_finger_normal,0.250,1.5,1.0,total,"自适应力控(0.25N起步,滑落收紧约2mm直至不滑); 每物体3次试验取中位数, 取整到0.25N; 举升5cm@0.5cm/s验证不滑(来源: 论文Sec III-A)",3,"官方未发布逐次原始值(仅中位数, 见notes)",median,LEGATO linkage-based two-finger gripper + FORTE fin-ray fingers (UT Austin),FORTE tactile fin-ray fingers (force+slip sensing),ExpForce_official_v1,N,Red_grape_2.png,"Exp-Force(UT Austin, arXiv:2603.08668)实测最小力; 最大力=类别系数x实测最小力","力值语义=两指总夹持力(论文原文: sum of the contact normal forces of two parallel gripper fingers); 单指力换算规则: F_single = F_total / 2 (不静默转换, 双列并存); k=3.0"
E034,Blue drinking straw,柔性,1.0,0.25,N,total_two_finger_normal,0.125,0.75,0.5,total,"自适应力控(0.25N起步,滑落收紧约2mm直至不滑); 每物体3次试验取中位数, 取整到0.25N; 举升5cm@0.5cm/s验证不滑(来源: 论文Sec III-A)",3,"官方未发布逐次原始值(仅中位数, 见notes)",median,LEGATO linkage-based two-finger gripper + FORTE fin-ray fingers (UT Austin),FORTE tactile fin-ray fingers (force+slip sensing),ExpForce_official_v1,N,Blue_drinking_straw.png,"Exp-Force(UT Austin, arXiv:2603.08668)实测最小力; 最大力=类别系数x实测最小力","力值语义=两指总夹持力(论文原文: sum of the contact normal forces of two parallel gripper fingers); 单指力换算规则: F_single = F_total / 2 (不静默转换, 双列并存); k=3.0"
E035,Yellow drinking straw,柔性,1.0,0.25,N,total_two_finger_normal,0.125,0.75,0.5,total,"自适应力控(0.25N起步,滑落收紧约2mm直至不滑); 每物体3次试验取中位数, 取整到0.25N; 举升5cm@0.5cm/s验证不滑(来源: 论文Sec III-A)",3,"官方未发布逐次原始值(仅中位数, 见notes)",median,LEGATO linkage-based two-finger gripper + FORTE fin-ray fingers (UT Austin),FORTE tactile fin-ray fingers (force+slip sensing),ExpForce_official_v1,N,Yellow_drinking_straw.png,"Exp-Force(UT Austin, arXiv:2603.08668)实测最小力; 最大力=类别系数x实测最小力","力值语义=两指总夹持力(论文原文: sum of the contact normal forces of two parallel gripper fingers); 单指力换算规则: F_single = F_total / 2 (不静默转换, 双列并存); k=3.0"
E036,Blackberry 2,柔性,4.0,0.25,N,total_two_finger_normal,0.125,0.75,0.5,total,"自适应力控(0.25N起步,滑落收紧约2mm直至不滑); 每物体3次试验取中位数, 取整到0.25N; 举升5cm@0.5cm/s验证不滑(来源: 论文Sec III-A)",3,"官方未发布逐次原始值(仅中位数, 见notes)",median,LEGATO linkage-based two-finger gripper + FORTE fin-ray fingers (UT Austin),FORTE tactile fin-ray fingers (force+slip sensing),ExpForce_official_v1,N,Blackberry_2.png,"Exp-Force(UT Austin, arXiv:2603.08668)实测最小力; 最大力=类别系数x实测最小力","力值语义=两指总夹持力(论文原文: sum of the contact normal forces of two parallel gripper fingers); 单指力换算规则: F_single = F_total / 2 (不静默转换, 双列并存); k=3.0"
